marca,modelo,ano,motorizacao,tipo_combustivel,cor,quilometragem,numero_de_portas,transmissao,categoria,km_por_litro,preco,descricao
Jeep,Gladiator,2007,1.3 4 cilindros Flex,Diesel,Prata,75003,2,Automática,Hatch,10.1,314502.56,Ótimo desempenho e conforto para viagens.
Jeep,Gladiator,2025,Motor elétrico,Elétrico,Azul,0,4,CVT,Sedan,21.3,212076.21,Ótimo desempenho e conforto para viagens.
Nissan,March,2021,2.0 4 cilindros Gasolina,Gasolina,Prata,397866,2,CVT,Sedan,16.9,323885.65,Carro econômico ideal para cidade.
BYD,Seal,2016,2.8 4 cilindros Diesel,Diesel,Vermelho,136144,2,Manual,SUV,9.8,94430.1,Espaçoso e confortável para famílias.
Honda,City,2005,1.6 4 cilindros Flex,Híbrido,Prata,140443,4,Automatizada,Hatch,20.3,204170.15,Boa relação custo-benefício.
Fiat,Toro,2019,2.0 4 cilindros Gasolina,Flex,Branco,0,4,CVT,Sedan,12.5,178187.98,Carro econômico ideal para cidade.
Volkswagen,T-Cross,2015,2.8 4 cilindros Diesel,Diesel,Cinza,280242,4,Automática,Hatch,10.3,180189.68,Boa relação custo-benefício.
Jeep,Commander,2022,2.8 4 cilindros Diesel,Flex,Vermelho,0,2,CVT,SUV,21.0,306629.37,Espaçoso e confortável para famílias.
Nissan,Sentra,2013,2.0 4 cilindros Gasolina,Diesel,Preto,227718,2,Manual,Hatch,10.6,345736.65,Boa relação custo-benefício.
Nissan,Versa,2020,1.3 4 cilindros Flex,Diesel,Branco,0,4,Manual,SUV,16.1,231863.44,Ótimo desempenho e conforto para viagens.
Jeep,Compass,2021,2.0 4 cilindros Gasolina,Diesel,Azul,0,2,Automática,SUV,8.0,43538.42,Ótimo desempenho e conforto para viagens.
Jeep,Renegade,2018,1.6 4 cilindros Flex,Gasolina,Branco,0,2,Automatizada,SUV,8.1,139163.85,Boa relação custo-benefício.
Jeep,Renegade,2008,1.6 4 cilindros Flex,Flex,Branco,472457,4,Manual,Passeio,9.2,136680.94,Boa relação custo-benefício.
Renault,Oroch,2006,Motor elétrico,Elétrico,Branco,0,2,Automatizada,Hatch,13.3,139602.05,Ótimo desempenho e conforto para viagens.
Chevrolet,Tracker,2012,Motor elétrico,Elétrico,Azul,87645,2,Automática,SUV,12.8,134429.83,Modelo confiável e muito popular no Brasil.
Volkswagen,Amarok,2025,1.0 3 cilindros Otto,Gasolina,Azul,0,2,Automática,SUV,11.6,191631.17,Boa relação custo-benefício.
Toyota,Corolla,2009,2.8 4 cilindros Diesel,Gasolina,Azul,311734,2,Automática,Picape,8.2,307570.03,Carro econômico ideal para cidade.
BYD,Seal,2018,1.0 3 cilindros Otto,Gasolina,Prata,313551,2,Manual,Passeio,11.2,324381.36,Espaçoso e confortável para famílias.
BYD,Seal,2024,1.0 3 cilindros Otto,Híbrido,Vermelho,0,4,Automática,Picape,11.7,155332.89,Design moderno com boa tecnologia embarcada.
Volkswagen,Gol,2016,2.0 4 cilindros Gasolina,Diesel,Vermelho,146741,4,Manual,Picape,15.6,272611.86,Modelo confiável e muito popular no Brasil.
Volkswagen,Polo,2018,1.3 4 cilindros Flex,Diesel,Verde,357894,4,Automática,Sedan,13.6,307524.91,Boa relação custo-benefício.
Renault,Sandero,2006,Motor elétrico,Elétrico,Azul,410800,4,Automatizada,Sedan,10.7,103641.99,Boa relação custo-benefício.
Fiat,Toro,2007,2.8 4 cilindros Diesel,Gasolina,Azul,322314,4,Manual,Passeio,21.8,218307.57,Espaçoso e confortável para famílias.
Fiat,Cronos,2023,1.0 3 cilindros Otto,Híbrido,Vermelho,0,4,Automatizada,Hatch,13.6,31191.11,Ótimo desempenho e conforto para viagens.
Renault,Oroch,2006,1.6 4 cilindros Flex,Gasolina,Azul,141754,4,Automática,Picape,16.7,71496.57,Carro econômico ideal para cidade.
Renault,Kwid,2012,2.8 4 cilindros Diesel,Diesel,Azul,211811,4,CVT,SUV,18.2,285745.69,Boa relação custo-benefício.
Honda,City,2009,2.8 4 cilindros Diesel,Gasolina,Branco,31921,2,Automatizada,SUV,12.7,58906.95,Modelo confiável e muito popular no Brasil.
Honda,City,2022,1.3 4 cilindros Flex,Gasolina,Verde,287441,2,Automatizada,Picape,10.4,184353.95,Modelo confiável e muito popular no Brasil.
Renault,Logan,2023,2.8 4 cilindros Diesel,Híbrido,Cinza,478405,2,CVT,Picape,16.3,103841.72,Design moderno com boa tecnologia embarcada.
Chevrolet,S10,2018,Motor elétrico,Elétrico,Azul,0,2,Manual,Hatch,20.8,234453.99,Boa relação custo-benefício.
Volkswagen,Nivus,2018,1.6 4 cilindros Flex,Híbrido,Vermelho,0,2,CVT,Picape,16.9,178776.63,Modelo confiável e muito popular no Brasil.
Fiat,Argo,2009,1.0 3 cilindros Otto,Diesel,Prata,381393,2,Automatizada,Sedan,15.1,171115.87,Espaçoso e confortável para famílias.
Toyota,Yaris,2017,2.8 4 cilindros Diesel,Diesel,Branco,149429,4,Manual,SUV,9.1,144105.7,Design moderno com boa tecnologia embarcada.
Honda,WR-V,2011,1.0 3 cilindros Otto,Flex,Verde,276951,4,CVT,Sedan,21.0,226429.95,Boa relação custo-benefício.
Chevrolet,S10,2017,1.0 3 cilindros Otto,Gasolina,Verde,334809,4,CVT,Passeio,15.3,130280.19,Espaçoso e confortável para famílias.
Hyundai,HB20,2009,Motor elétrico,Elétrico,Azul,459463,4,Manual,Picape,18.3,233718.32,Modelo confiável e muito popular no Brasil.
Toyota,Corolla Cross,2023,2.8 4 cilindros Diesel,Flex,Vermelho,0,2,CVT,Sedan,8.1,113253.97,Boa relação custo-benefício.
Fiat,Pulse,2021,2.0 4 cilindros Gasolina,Híbrido,Vermelho,0,4,CVT,Hatch,9.7,105696.04,Design moderno com boa tecnologia embarcada.
Renault,Kwid,2015,2.0 4 cilindros Gasolina,Flex,Cinza,488974,4,CVT,SUV,21.5,235057.06,Carro econômico ideal para cidade.
Honda,Civic,2022,Motor elétrico,Elétrico,Preto,0,2,Automática,Passeio,20.6,215057.82,Espaçoso e confortável para famílias.
Renault,Sandero,2008,2.8 4 cilindros Diesel,Gasolina,Preto,110455,4,Automática,Sedan,16.1,66541.32,Boa relação custo-benefício.
BYD,Song Plus,2024,1.6 4 cilindros Flex,Híbrido,Vermelho,0,4,Automatizada,Hatch,14.0,168459.08,Modelo confiável e muito popular no Brasil.
Honda,Civic,2009,1.0 3 cilindros Otto,Híbrido,Vermelho,430444,4,Manual,Picape,17.5,110358.5,Modelo confiável e muito popular no Brasil.
Volkswagen,Gol,2020,2.0 4 cilindros Gasolina,Híbrido,Vermelho,0,4,Automática,Picape,20.5,221969.36,Design moderno com boa tecnologia embarcada.
Fiat,Cronos,2006,1.3 4 cilindros Flex,Flex,Cinza,36929,2,CVT,Picape,20.9,107510.4,Carro econômico ideal para cidade.
Fiat,Strada,2024,2.0 4 cilindros Gasolina,Híbrido,Branco,0,4,Automatizada,Sedan,20.6,43587.14,Design moderno com boa tecnologia embarcada.
Volkswagen,Virtus,2006,Motor elétrico,Elétrico,Azul,295658,2,Automática,Picape,13.8,231802.44,Boa relação custo-benefício.
Renault,Duster,2009,Motor elétrico,Elétrico,Preto,18882,4,Manual,Picape,12.5,143841.55,Ótimo desempenho e conforto para viagens.
Renault,Oroch,2008,1.0 3 cilindros Otto,Flex,Preto,432404,2,Automática,Sedan,14.2,244437.29,Modelo confiável e muito popular no Brasil.
Nissan,Frontier,2008,1.6 4 cilindros Flex,Flex,Preto,347739,4,Automática,Sedan,11.6,154797.38,Ótimo desempenho e conforto para viagens.
Honda,HR-V,2023,Motor elétrico,Elétrico,Vermelho,0,2,CVT,SUV,18.4,330418.32,Design moderno com boa tecnologia embarcada.
BYD,Dolphin,2011,Motor elétrico,Elétrico,Preto,190646,2,Automatizada,Picape,9.1,219387.79,Carro econômico ideal para cidade.
Renault,Sandero,2017,2.0 4 cilindros Gasolina,Híbrido,Branco,163085,4,Manual,Hatch,10.4,309383.9,Modelo confiável e muito popular no Brasil.
BYD,Song Plus,2023,1.3 4 cilindros Flex,Flex,Prata,409573,2,Automatizada,Picape,12.6,167347.61,Ótimo desempenho e conforto para viagens.
Renault,Sandero,2019,2.0 4 cilindros Gasolina,Gasolina,Cinza,428660,4,Automática,Hatch,16.9,230683.08,Modelo confiável e muito popular no Brasil.
Chevrolet,Tracker,2012,1.3 4 cilindros Flex,Diesel,Vermelho,229774,4,Automatizada,Sedan,17.3,269020.35,Modelo confiável e muito popular no Brasil.
Volkswagen,Amarok,2012,1.6 4 cilindros Flex,Flex,Preto,0,2,CVT,Sedan,20.7,347765.36,Boa relação custo-benefício.
Nissan,Frontier,2012,1.6 4 cilindros Flex,Gasolina,Branco,309064,4,Automática,Hatch,9.3,258715.14,Espaçoso e confortável para famílias.
Jeep,Gladiator,2010,2.8 4 cilindros Diesel,Híbrido,Preto,448043,4,CVT,Hatch,21.9,206993.75,Design moderno com boa tecnologia embarcada.
Volkswagen,Gol,2014,2.0 4 cilindros Gasolina,Diesel,Vermelho,83881,2,Manual,SUV,18.9,305975.33,Carro econômico ideal para cidade.
Toyota,SW4,2012,2.8 4 cilindros Diesel,Híbrido,Prata,22909,2,Automatizada,Hatch,17.0,84601.75,Espaçoso e confortável para famílias.
BYD,Dolphin,2005,1.0 3 cilindros Otto,Gasolina,Azul,220898,4,Automatizada,Hatch,13.2,57885.67,Carro econômico ideal para cidade.
Renault,Oroch,2016,Motor elétrico,Elétrico,Azul,483597,2,Automatizada,Sedan,8.1,176771.15,Design moderno com boa tecnologia embarcada.
Honda,HR-V,2024,2.8 4 cilindros Diesel,Diesel,Prata,361602,4,CVT,Passeio,21.0,60677.28,Carro econômico ideal para cidade.
Chevrolet,Tracker,2012,2.0 4 cilindros Gasolina,Híbrido,Vermelho,47842,2,Automatizada,SUV,8.4,175224.47,Espaçoso e confortável para famílias.
Renault,Logan,2010,2.8 4 cilindros Diesel,Flex,Cinza,69313,4,Manual,Passeio,16.5,110070.52,Carro econômico ideal para cidade.
Renault,Logan,2020,Motor elétrico,Elétrico,Cinza,253578,2,Automática,SUV,18.5,213519.86,Design moderno com boa tecnologia embarcada.
Renault,Oroch,2007,1.3 4 cilindros Flex,Gasolina,Branco,313584,4,CVT,Passeio,20.7,318742.2,Espaçoso e confortável para famílias.
Toyota,Corolla Cross,2014,Motor elétrico,Elétrico,Verde,304792,2,CVT,SUV,14.3,291036.99,Carro econômico ideal para cidade.
Volkswagen,Nivus,2023,Motor elétrico,Elétrico,Cinza,308094,4,Automatizada,Sedan,10.0,185576.73,Espaçoso e confortável para famílias.
Fiat,Mobi,2022,1.0 3 cilindros Otto,Flex,Azul,0,4,Automatizada,SUV,20.5,181507.07,Design moderno com boa tecnologia embarcada.
Toyota,Hilux,2023,2.0 4 cilindros Gasolina,Híbrido,Verde,285096,4,Automática,Hatch,14.0,112365.89,Ótimo desempenho e conforto para viagens.
Chevrolet,S10,2010,1.6 4 cilindros Flex,Híbrido,Branco,289129,2,CVT,Passeio,15.8,167147.99,Ótimo desempenho e conforto para viagens.
BYD,Song Plus,2022,Motor elétrico,Elétrico,Branco,0,2,Manual,Sedan,20.7,190479.23,Carro econômico ideal para cidade.
Nissan,Frontier,2011,2.8 4 cilindros Diesel,Diesel,Azul,412067,2,Automática,Passeio,14.1,298756.07,Design moderno com boa tecnologia embarcada.
Fiat,Strada,2007,2.0 4 cilindros Gasolina,Diesel,Cinza,70913,2,Automática,Passeio,11.6,266674.45,Carro econômico ideal para cidade.
Toyota,SW4,2008,1.3 4 cilindros Flex,Híbrido,Cinza,93518,2,Automatizada,Passeio,8.4,196417.09,Design moderno com boa tecnologia embarcada.
Fiat,Cronos,2018,1.6 4 cilindros Flex,Diesel,Verde,346714,4,Manual,Sedan,16.4,99441.35,Ótimo desempenho e conforto para viagens.
Hyundai,Creta,2022,Motor elétrico,Elétrico,Cinza,275899,4,CVT,SUV,11.4,314470.99,Modelo confiável e muito popular no Brasil.
Honda,Civic,2008,2.8 4 cilindros Diesel,Gasolina,Branco,459254,2,Automática,Sedan,19.5,326202.9,Modelo confiável e muito popular no Brasil.
Nissan,March,2015,1.6 4 cilindros Flex,Flex,Azul,472439,2,Manual,Hatch,19.0,137809.39,Boa relação custo-benefício.
Jeep,Compass,2012,Motor elétrico,Elétrico,Verde,249160,4,Automática,Picape,11.4,330918.42,Carro econômico ideal para cidade.
Nissan,Frontier,2007,1.3 4 cilindros Flex,Gasolina,Branco,413265,2,Manual,Sedan,9.6,338796.16,Modelo confiável e muito popular no Brasil.
Chevrolet,S10,2016,2.0 4 cilindros Gasolina,Gasolina,Verde,350734,4,Automática,Passeio,10.7,204051.38,Design moderno com boa tecnologia embarcada.
Toyota,Corolla,2005,Motor elétrico,Elétrico,Vermelho,300889,4,Manual,Passeio,9.3,63155.19,Modelo confiável e muito popular no Brasil.
Volkswagen,Amarok,2005,2.0 4 cilindros Gasolina,Híbrido,Preto,295672,2,Automatizada,Picape,10.7,124127.78,Modelo confiável e muito popular no Brasil.
Volkswagen,Polo,2019,2.8 4 cilindros Diesel,Diesel,Azul,0,4,CVT,Picape,14.8,257947.58,Ótimo desempenho e conforto para viagens.
Hyundai,Tucson,2010,1.3 4 cilindros Flex,Gasolina,Branco,306619,4,Automática,Sedan,8.7,58641.3,Ótimo desempenho e conforto para viagens.
Volkswagen,Polo,2005,2.8 4 cilindros Diesel,Híbrido,Cinza,433253,2,Automática,Picape,14.7,58949.99,Design moderno com boa tecnologia embarcada.
Hyundai,Santa Fe,2021,Motor elétrico,Elétrico,Verde,488793,2,Automatizada,SUV,14.1,273482.98,Design moderno com boa tecnologia embarcada.
Fiat,Toro,2010,Motor elétrico,Elétrico,Branco,113863,4,Automatizada,SUV,12.9,267458.78,Espaçoso e confortável para famílias.
Nissan,March,2012,1.6 4 cilindros Flex,Flex,Preto,277293,4,Manual,SUV,12.7,271315.51,Carro econômico ideal para cidade.
Nissan,Sentra,2008,Motor elétrico,Elétrico,Prata,432978,4,Automática,Picape,11.3,30386.96,Modelo confiável e muito popular no Brasil.
Fiat,Strada,2005,1.6 4 cilindros Flex,Híbrido,Cinza,142650,2,Automática,Picape,12.2,257170.28,Ótimo desempenho e conforto para viagens.
Fiat,Pulse,2021,2.8 4 cilindros Diesel,Flex,Vermelho,0,4,Automática,SUV,14.5,45892.44,Ótimo desempenho e conforto para viagens.
Jeep,Commander,2025,2.8 4 cilindros Diesel,Flex,Cinza,158949,2,Automatizada,SUV,11.3,83361.36,Espaçoso e confortável para famílias.
Nissan,Sentra,2005,2.8 4 cilindros Diesel,Flex,Branco,0,4,Automática,SUV,8.9,222481.82,Carro econômico ideal para cidade.
Toyota,Hilux,2009,1.3 4 cilindros Flex,Híbrido,Verde,185544,4,Manual,SUV,12.9,251055.8,Ótimo desempenho e conforto para viagens.
Nissan,March,2023,Motor elétrico,Elétrico,Cinza,144410,2,Automática,SUV,8.7,217684.76,Carro econômico ideal para cidade.
Hyundai,Santa Fe,2010,1.6 4 cilindros Flex,Híbrido,Prata,489591,2,Automatizada,SUV,17.7,161063.65,Modelo confiável e muito popular no Brasil.
Jeep,Compass,2005,2.8 4 cilindros Diesel,Flex,Vermelho,498225,4,Manual,Hatch,19.0,79078.37,Ótimo desempenho e conforto para viagens.
Honda,Civic,2009,1.0 3 cilindros Otto,Diesel,Vermelho,221437,2,Automática,SUV,11.8,75910.46,Espaçoso e confortável para famílias.
Volkswagen,Amarok,2009,2.0 4 cilindros Gasolina,Gasolina,Verde,128475,4,CVT,SUV,15.6,165812.8,Ótimo desempenho e conforto para viagens.
Renault,Oroch,2007,2.8 4 cilindros Diesel,Híbrido,Vermelho,438575,2,Automática,Sedan,17.2,328220.36,Modelo confiável e muito popular no Brasil.
Chevrolet,Onix,2010,1.0 3 cilindros Otto,Híbrido,Branco,470768,4,Automatizada,SUV,8.6,222214.19,Design moderno com boa tecnologia embarcada.
Chevrolet,Onix,2025,1.0 3 cilindros Otto,Flex,Vermelho,0,4,Manual,Sedan,14.6,124187.31,Modelo confiável e muito popular no Brasil.
Nissan,Kicks,2018,1.0 3 cilindros Otto,Diesel,Preto,0,4,Manual,Picape,16.5,168576.71,Espaçoso e confortável para famílias.
Renault,Kwid,2008,Motor elétrico,Elétrico,Vermelho,482672,4,CVT,Sedan,20.7,105091.73,Ótimo desempenho e conforto para viagens.
Renault,Oroch,2015,1.0 3 cilindros Otto,Híbrido,Preto,223450,4,CVT,Picape,8.2,314869.63,Carro econômico ideal para cidade.
BYD,Song Plus,2012,2.8 4 cilindros Diesel,Diesel,Azul,444069,4,Automática,SUV,12.9,135930.11,Design moderno com boa tecnologia embarcada.
Fiat,Strada,2005,2.8 4 cilindros Diesel,Flex,Prata,0,4,CVT,Hatch,10.5,257756.81,Carro econômico ideal para cidade.
Honda,HR-V,2005,1.6 4 cilindros Flex,Gasolina,Branco,321384,4,Automática,Passeio,13.1,150336.6,Carro econômico ideal para cidade.
BYD,Yuan Plus,2024,1.6 4 cilindros Flex,Híbrido,Branco,0,2,Automatizada,Passeio,20.3,300131.08,Boa relação custo-benefício.
Renault,Sandero,2022,2.8 4 cilindros Diesel,Flex,Branco,0,2,Manual,Passeio,9.0,344444.59,Ótimo desempenho e conforto para viagens.
Chevrolet,Onix Plus,2014,1.0 3 cilindros Otto,Diesel,Azul,109523,2,CVT,Sedan,13.6,169299.32,Boa relação custo-benefício.
Toyota,Corolla,2015,Motor elétrico,Elétrico,Preto,269189,4,Automatizada,Picape,14.2,50295.54,Modelo confiável e muito popular no Brasil.
Honda,HR-V,2007,2.8 4 cilindros Diesel,Flex,Verde,19810,4,Manual,Passeio,17.0,253924.26,Modelo confiável e muito popular no Brasil.
Hyundai,Santa Fe,2007,1.6 4 cilindros Flex,Híbrido,Azul,483028,4,CVT,SUV,13.0,274279.1,Boa relação custo-benefício.
BYD,Seal,2014,1.3 4 cilindros Flex,Flex,Branco,383661,2,CVT,Sedan,12.4,198444.15,Espaçoso e confortável para famílias.
Chevrolet,S10,2018,Motor elétrico,Elétrico,Cinza,125424,4,CVT,Passeio,20.6,335207.98,Modelo confiável e muito popular no Brasil.
Renault,Sandero,2020,Motor elétrico,Elétrico,Prata,18504,2,CVT,SUV,14.5,344532.88,Modelo confiável e muito popular no Brasil.
Fiat,Cronos,2012,1.6 4 cilindros Flex,Flex,Preto,229161,4,Automática,Picape,21.9,230186.12,Carro econômico ideal para cidade.
Chevrolet,Spin,2010,Motor elétrico,Elétrico,Verde,132393,4,CVT,Picape,9.0,308196.72,Carro econômico ideal para cidade.
Volkswagen,Nivus,2019,2.0 4 cilindros Gasolina,Híbrido,Branco,0,2,Automática,Picape,8.1,194504.91,Design moderno com boa tecnologia embarcada.
Hyundai,Tucson,2022,1.0 3 cilindros Otto,Híbrido,Prata,272570,2,Automatizada,Passeio,17.9,281492.32,Boa relação custo-benefício.
Hyundai,Creta,2025,1.6 4 cilindros Flex,Flex,Preto,0,2,Automática,SUV,12.9,278077.46,Modelo confiável e muito popular no Brasil.
Jeep,Compass,2017,Motor elétrico,Elétrico,Azul,304047,2,CVT,Sedan,12.4,258559.09,Ótimo desempenho e conforto para viagens.
Fiat,Strada,2016,2.0 4 cilindros Gasolina,Flex,Preto,272489,4,Automática,Passeio,16.4,247152.39,Boa relação custo-benefício.
Hyundai,Tucson,2010,1.0 3 cilindros Otto,Flex,Verde,490796,2,Automática,Picape,8.1,100580.54,Espaçoso e confortável para famílias.
Nissan,Sentra,2017,1.0 3 cilindros Otto,Flex,Branco,266430,2,CVT,Hatch,19.7,267937.22,Espaçoso e confortável para famílias.
Hyundai,Tucson,2010,1.0 3 cilindros Otto,Flex,Azul,88424,4,Manual,Hatch,14.7,113893.39,Espaçoso e confortável para famílias.
Volkswagen,Virtus,2008,1.0 3 cilindros Otto,Diesel,Vermelho,248435,4,Automática,Picape,16.2,262734.01,Espaçoso e confortável para famílias.
Jeep,Compass,2023,2.8 4 cilindros Diesel,Híbrido,Preto,0,2,Manual,Picape,21.1,342878.46,Carro econômico ideal para cidade.
Nissan,Frontier,2010,2.8 4 cilindros Diesel,Híbrido,Preto,365729,2,Automatizada,Passeio,20.5,157834.67,Ótimo desempenho e conforto para viagens.
Renault,Sandero,2011,2.8 4 cilindros Diesel,Híbrido,Azul,107860,2,Manual,SUV,18.3,177021.89,Modelo confiável e muito popular no Brasil.
Honda,Civic,2019,2.8 4 cilindros Diesel,Gasolina,Verde,185277,2,CVT,Sedan,11.4,204392.55,Design moderno com boa tecnologia embarcada.
BYD,Song Plus,2022,2.8 4 cilindros Diesel,Híbrido,Vermelho,0,2,Automatizada,SUV,12.5,161394.74,Ótimo desempenho e conforto para viagens.
Honda,HR-V,2014,2.8 4 cilindros Diesel,Flex,Branco,400555,4,Automatizada,Passeio,21.5,207339.64,Ótimo desempenho e conforto para viagens.
Toyota,Yaris,2008,1.0 3 cilindros Otto,Gasolina,Vermelho,491534,2,Automatizada,Hatch,11.3,131215.01,Espaçoso e confortável para famílias.
BYD,Dolphin,2006,2.0 4 cilindros Gasolina,Híbrido,Preto,78838,4,Automatizada,SUV,11.0,252341.42,Design moderno com boa tecnologia embarcada.
Nissan,Kicks,2011,Motor elétrico,Elétrico,Prata,215395,2,Manual,Sedan,17.1,177978.14,Modelo confiável e muito popular no Brasil.
Honda,HR-V,2024,2.0 4 cilindros Gasolina,Flex,Prata,373204,4,CVT,SUV,14.7,112016.92,Espaçoso e confortável para famílias.
Jeep,Commander,2009,1.0 3 cilindros Otto,Flex,Branco,263669,4,CVT,SUV,16.2,252791.14,Carro econômico ideal para cidade.
BYD,Yuan Plus,2025,1.6 4 cilindros Flex,Diesel,Prata,363126,2,Manual,Passeio,12.0,55491.83,Modelo confiável e muito popular no Brasil.
Fiat,Mobi,2005,1.3 4 cilindros Flex,Diesel,Azul,192666,2,CVT,Passeio,14.7,98049.79,Carro econômico ideal para cidade.
Jeep,Gladiator,2005,Motor elétrico,Elétrico,Prata,233186,4,CVT,Hatch,20.5,279546.13,Boa relação custo-benefício.
Renault,Oroch,2008,1.3 4 cilindros Flex,Diesel,Azul,442867,4,Automática,Sedan,15.3,172124.55,Carro econômico ideal para cidade.
Honda,HR-V,2009,1.3 4 cilindros Flex,Diesel,Branco,456560,2,Automatizada,Sedan,14.7,187406.59,Espaçoso e confortável para famílias.
Chevrolet,Tracker,2008,Motor elétrico,Elétrico,Prata,33445,4,Manual,Picape,14.1,120041.39,Espaçoso e confortável para famílias.
Jeep,Commander,2024,Motor elétrico,Elétrico,Prata,474294,4,Automatizada,Sedan,15.5,156936.77,Carro econômico ideal para cidade.
Nissan,Kicks,2024,Motor elétrico,Elétrico,Prata,57088,4,Automática,Picape,10.8,329069.35,Boa relação custo-benefício.
Volkswagen,Gol,2022,2.0 4 cilindros Gasolina,Flex,Cinza,318781,4,Automática,Passeio,9.0,213615.14,Espaçoso e confortável para famílias.
Toyota,Yaris,2006,2.0 4 cilindros Gasolina,Híbrido,Verde,44147,2,Manual,SUV,17.3,249708.18,Ótimo desempenho e conforto para viagens.
Fiat,Mobi,2018,1.3 4 cilindros Flex,Flex,Branco,0,2,CVT,Picape,11.5,241706.44,Boa relação custo-benefício.
Chevrolet,Onix Plus,2012,2.8 4 cilindros Diesel,Gasolina,Branco,30713,2,Manual,SUV,8.6,104107.01,Boa relação custo-benefício.
Nissan,Sentra,2021,1.3 4 cilindros Flex,Híbrido,Vermelho,0,4,Manual,Picape,21.9,69133.32,Ótimo desempenho e conforto para viagens.
Toyota,Hilux,2005,2.0 4 cilindros Gasolina,Flex,Preto,49451,4,Manual,Hatch,18.0,227735.04,Ótimo desempenho e conforto para viagens.
